feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,feature_shift_original,feature_shift_robust,outer_subject,meta_subject,seed,benefit
0.3414695201473114,0.2538927459056505,0.1890477376148884,0.5987386257962827,0.9199554659426212,0.3726608157157898,0.3414695201473114,1,11,1441,0.25
0.3414695201473114,0.2581474073359548,0.2025139865359138,0.6013873693528609,0.912534288795931,0.3726608157157898,0.3414695201473114,1,11,1494,-0.25
0.3414695201473114,0.2286745823658894,0.1156242866771943,0.5475554162527387,0.953092913098988,0.3726608157157898,0.3414695201473114,1,11,1547,-0.25
0.2878423003266706,0.2224090997984832,0.4020294181490373,0.6654000886556032,0.8170137492458472,0.4120953977108001,0.2878423003266706,1,12,1335,0.0
0.2878423003266706,0.2041814861861537,0.4638026365098324,0.6716880902336565,0.786720606144129,0.4120953977108001,0.2878423003266706,1,12,1388,-0.25
0.2878423003266706,0.2452736840636254,0.3877440084286687,0.669998001851011,0.8263044204222065,0.4120953977108001,0.2878423003266706,1,12,1441,0.25
0.2878423003266706,0.2534637105096343,0.3148873492475015,0.6559301133645684,0.861913166689069,0.4120953977108001,0.2878423003266706,1,12,1494,0.0
0.2878423003266706,0.2115429195727116,0.4607192272524655,0.6765739733678973,0.7758452636854989,0.4120953977108001,0.2878423003266706,1,12,1547,0.0
0.315671604649859,0.2078473147141638,0.2903979202398508,0.5937536078921948,0.8651845066127145,0.3500700891017914,0.315671604649859,1,13,1335,-0.25
0.315671604649859,0.2435434245020894,0.1688060870505635,0.5889354930854751,0.9309549788321916,0.3500700891017914,0.315671604649859,1,13,1388,0.0
0.315671604649859,0.2222324071608568,0.2408468475858314,0.5837874809652103,0.8920564826246331,0.3500700891017914,0.315671604649859,1,13,1441,0.0
0.315671604649859,0.238846057751023,0.1175342292284986,0.5591263182602284,0.9511306856939306,0.3500700891017914,0.315671604649859,1,13,1494,-0.25
0.315671604649859,0.2390562911898224,0.1965602735803025,0.5784077170807042,0.9182888616858144,0.3500700891017914,0.315671604649859,1,13,1547,0.0
0.378862229627647,0.1010981239046006,0.1205567621434364,0.3632729379820378,0.9627272838201278,0.4611413776874542,0.378862229627647,1,14,1335,0.0
0.378862229627647,0.1107898561236121,0.2010342244862287,0.3976545300281388,0.9266275614206138,0.4611413776874542,0.378862229627647,1,14,1388,0.0
0.378862229627647,0.1079620986119201,0.0878891352513775,0.3467504405420433,0.9747285590134194,0.4611413776874542,0.378862229627647,1,14,1441,0.0
0.378862229627647,0.0930728539136236,0.1506794672404368,0.3460635267226226,0.9510212242015486,0.4611413776874542,0.378862229627647,1,14,1494,0.0
0.378862229627647,0.1216447593349877,0.1023802560285176,0.3815991912697409,0.9718852153661454,0.4611413776874542,0.378862229627647,1,14,1547,0.0
0.2845651818932028,0.1953554845316748,0.261378665246653,0.5796415442402579,0.8916816988418106,0.3653585016727447,0.2845651818932028,1,15,1335,0.0
