confidence_nn,covariance_shift,dasf_effective_margin,dasf_used_fusion_seed_diagnostic,direction,disagreement,entropy_fuse,entropy_nn,feature_shift,feature_shift_original,feature_shift_robust,inner_participants,inner_selected_epochs,outer_subject_excluded,protocol,seed,selected_epoch,subject,target_batch_recordings,validation_accuracy_fuse_meta_crossfit,validation_accuracy_nn,validation_gain
0.7812634587447701,0.1526014398375032,0.050520287967500646,False,stroop,0.2164346929184845,0.6712227513119963,0.4434305179625386,0.3274370017633602,0.3767736256122589,0.3274370017633602,14,1|2|9|20|2|15|6|2|4|1|1|1|1|1,True,loso,1547,2,8,4,0.6964285714285714,0.7321428571428571,-0.0357142857142857
0.9033297921647184,0.23434091133216078,0.06686818226643217,False,stroop,0.18627570577501845,0.5238473277414621,0.2120391293291314,0.2374608296912023,0.31312936544418335,0.2374608296912023,14,3|1|8|6|22|29|1|2|3|4|1|3|2|1,True,loso,1335,3,9,4,0.6964285714285714,0.7142857142857143,-0.017857142857142905
0.8383702457565623,0.23434091133216078,0.06686818226643217,False,stroop,0.1639691644523671,0.5744435255784952,0.32123169015335684,0.2374608296912023,0.31312936544418335,0.2374608296912023,14,1|1|1|35|7|1|14|1|1|4|1|5|1|4,True,loso,1388,1,9,4,0.6607142857142857,0.7321428571428571,-0.0714285714285714
0.8901582188212994,0.23434091133216078,0.06686818226643217,False,stroop,0.1830443017369615,0.5374720764831175,0.2316267746737685,0.2374608296912023,0.31312936544418335,0.2374608296912023,14,3|1|23|12|10|2|10|2|2|7|1|3|3|1,True,loso,1441,3,9,4,0.6964285714285714,0.7142857142857143,-0.017857142857142905
0.8981075334658192,0.23434091133216078,0.06686818226643217,False,stroop,0.19856930232550576,0.5533756763132116,0.22029457426151058,0.2374608296912023,0.31312936544418335,0.2374608296912023,14,1|1|21|19|6|1|28|2|1|29|1|2|1|3,True,loso,1494,2,9,4,0.6964285714285714,0.7321428571428571,-0.0357142857142857
0.8964114535988265,0.23434091133216078,0.06686818226643217,False,stroop,0.18538046139299227,0.5360539013355393,0.23101194303892247,0.2374608296912023,0.31312936544418335,0.2374608296912023,14,1|1|1|10|13|1|4|2|5|11|2|5|2|1,True,loso,1547,2,9,4,0.6428571428571429,0.6964285714285714,-0.05357142857142849
0.842014034321095,0.5142927643233624,0.12285855286467248,False,stroop,0.2334078096774536,0.6520547661985842,0.3372357399015119,0.2515785886983042,0.4909222424030304,0.2515785886983042,14,3|2|24|2|15|20|1|11|16|5|1|11|1|2,True,loso,1335,4,10,4,0.75,0.7857142857142857,-0.0357142857142857
0.800232325195261,0.5142927643233624,0.12285855286467248,False,stroop,0.1896448486714874,0.6563576553805517,0.4243921899568412,0.2515785886983042,0.4909222424030304,0.2515785886983042,14,2|1|8|1|6|3|8|10|5|2|1|2|1|1,True,loso,1388,2,10,4,0.625,0.6607142857142857,-0.0357142857142857
0.8545103344507201,0.5142927643233624,0.12285855286467248,False,stroop,0.2597388565912802,0.6509581396077849,0.2940802341065344,0.2515785886983042,0.4909222424030304,0.2515785886983042,14,4|1|16|10|7|18|12|54|3|5|2|27|1|1,True,loso,1441,6,10,4,0.6964285714285714,0.7321428571428571,-0.0357142857142857
0.8701846341258559,0.5142927643233624,0.12285855286467248,False,stroop,0.2348766605241875,0.6325862517885021,0.2867063281246734,0.2515785886983042,0.4909222424030304,0.2515785886983042,14,1|1|12|24|13|2|7|24|18|1|2|14|5|1,True,loso,1494,6,10,4,0.6785714285714286,0.7321428571428571,-0.05357142857142849
