dataset,setting,setting_display,comparison_family,method,method_display,metric,higher_is_better,n_participants,participant_macro_mean,participant_standard_deviation,participant_median,ci95_percentile_low,ci95_percentile_high,ci95_width
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,balanced_accuracy,True,15,0.6333333333333333,0.18580583823930166,0.75,0.55000000000000004,0.71666666666666667,0.16666666666666663
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,sensitivity,True,15,0.6333333333333333,0.39940431835899015,0.5,0.43333333333333335,0.83333333333333337,0.40000000000000002
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,specificity,True,15,0.6333333333333333,0.39940431835899015,0.5,0.43333333333333335,0.83333333333333337,0.40000000000000002
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,precision,True,13,0.69230769230769229,0.30311770301376639,0.66666666666666663,0.52564102564102566,0.84615384615384603,0.32051282051282037
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,f1,True,15,0.57111111111111112,0.31493679554028803,0.66666666666666663,0.40888888888888891,0.71333333333333326,0.30444444444444435
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,auroc,True,15,0.66666666666666663,0.34931906550288594,0.75,0.5,0.81708333333332728,0.31708333333332728
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,pr_auc,True,15,0.73333333333333328,0.27039800177715695,0.79166666666666663,0.59722222222222221,0.85833333333333317,0.26111111111111096
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,average_precision,True,15,0.78888888888888897,0.21331349114072815,0.83333333333333326,0.67777777777777781,0.88333333333333341,0.2055555555555556
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,log_loss,False,15,0.67843818845049375,0.17145554440514588,0.6351068520637082,0.59527549210097319,0.7640163713231819,0.16874087922220871
openbci,loso_arithmetic,Arithmetic LOSO,complete_settings_39_posthoc,stack_recording,OOF recording-level stacking,brier_score,False,15,0.24139317073058925,0.073401023659236619,0.2304069152008642,0.2057465313418361,0.27701167704616203,0.071265145704325933
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,accuracy,True,13,0.63461538461538458,0.2192645048267573,0.5,0.51923076923076927,0.75,0.23076923076923073
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,balanced_accuracy,True,13,0.63461538461538458,0.2192645048267573,0.5,0.51923076923076927,0.75,0.23076923076923073
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,sensitivity,True,13,0.65384615384615385,0.47366546671567089,1,0.38461538461538464,0.88461538461538458,0.49999999999999994
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,specificity,True,13,0.61538461538461542,0.41602514716892181,0.5,0.38461538461538464,0.80769230769230771,0.42307692307692307
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,precision,True,9,0.66666666666666663,0.22047927592204922,0.66666666666666663,0.53703703703703698,0.81481481481481477,0.27777777777777779
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,f1,True,13,0.53333333333333333,0.39907299991262157,0.66666666666666663,0.31794871794871798,0.73846153846153839,0.42051282051282041
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,auroc,True,13,0.73076923076923073,0.33011264588676237,0.75,0.55769230769230771,0.88461538461538458,0.32692307692307687
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,pr_auc,True,13,0.75641025641025628,0.28658578167175403,0.79166666666666663,0.60256410256410264,0.90064102564102555,0.29807692307692291
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,average_precision,True,13,0.8141025641025641,0.21824703063676809,0.83333333333333326,0.69230769230769229,0.92307692307692313,0.23076923076923084
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,log_loss,False,13,0.6670585217924565,0.091356833421081848,0.65600469402831396,0.61944389799379473,0.7153809682106036,0.095937070216808862
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_fuse,Neural-classical stacking,brier_score,False,13,0.23712849972481242,0.043875189789509571,0.2328496103564221,0.21429391968752778,0.26002933591318134,0.045735416225653552
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),accuracy,True,13,0.65384615384615385,0.217429623155726,0.75,0.53846153846153844,0.76923076923076927,0.23076923076923084
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),balanced_accuracy,True,13,0.65384615384615385,0.217429623155726,0.75,0.53846153846153844,0.76923076923076927,0.23076923076923084
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),sensitivity,True,13,0.53846153846153844,0.47703679372151431,0.5,0.30769230769230771,0.76923076923076927,0.46153846153846156
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),specificity,True,13,0.76923076923076927,0.33011264588676237,1,0.57692307692307687,0.92307692307692313,0.34615384615384626
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),precision,True,8,0.75,0.23570226039551587,0.66666666666666663,0.58333333333333326,0.875,0.29166666666666674
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),f1,True,13,0.48205128205128206,0.42264935659773417,0.66666666666666663,0.26153846153846155,0.6974358974358974,0.43589743589743585
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),auroc,True,13,0.69230769230769229,0.35581254067635687,0.75,0.5,0.86538461538461542,0.36538461538461542
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),pr_auc,True,13,0.74358974358974339,0.29553298223674396,0.79166666666666663,0.58012820512820518,0.89423076923076905,0.31410256410256387
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),average_precision,True,13,0.80128205128205132,0.22704436856954921,0.83333333333333326,0.67948717948717952,0.91666666666666663,0.23717948717948711
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),log_loss,False,13,1.5272289981767335,1.5826192843344487,0.69217618338278597,0.75304833189498754,2.3976763411142397,1.644628009219252
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,always_nn,Feature-MLP (neural reference),brier_score,False,13,0.29587346818130056,0.18124467521803972,0.2401958757551228,0.19971321381347121,0.38830141595704332,0.18858820214357211
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,accuracy,True,13,0.57692307692307687,0.257888367819121,0.5,0.44230769230769229,0.71153846153846156,0.26923076923076927
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,balanced_accuracy,True,13,0.57692307692307687,0.257888367819121,0.5,0.44230769230769229,0.71153846153846156,0.26923076923076927
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,sensitivity,True,13,0.53846153846153844,0.47703679372151431,0.5,0.30769230769230771,0.76923076923076927,0.46153846153846156
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,specificity,True,13,0.61538461538461542,0.41602514716892181,0.5,0.38461538461538464,0.80769230769230771,0.42307692307692307
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,precision,True,9,0.61111111111111116,0.31180478223116176,0.66666666666666663,0.40740740740740738,0.79629629629629628,0.3888888888888889
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,f1,True,13,0.45641025641025645,0.39800070151264605,0.66666666666666663,0.24615384615384617,0.65641025641025641,0.41025641025641024
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,auroc,True,13,0.75,0.338501600193165,1,0.55769230769230771,0.90384615384615385,0.34615384615384615
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,pr_auc,True,13,0.79487179487179482,0.27557890375304894,1,0.64102564102564097,0.9294871794871794,0.28846153846153844
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,average_precision,True,13,0.83974358974358987,0.21371260356627761,1,0.72435897435897434,0.94230769230769229,0.21794871794871795
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,log_loss,False,13,0.98901891724563518,0.9568131488956495,0.68494259807199098,0.56138133578795268,1.5532195964059277,0.99183826061797498
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,cbsf,CB-SF,brier_score,False,13,0.25981986365251336,0.13490940666493426,0.24016109392618926,0.19189609683012993,0.33263191075525461,0.14073581392512469
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,dasf_clean,DASF,accuracy,True,13,0.65384615384615385,0.217429623155726,0.75,0.53846153846153844,0.76923076923076927,0.23076923076923084
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,dasf_clean,DASF,balanced_accuracy,True,13,0.65384615384615385,0.217429623155726,0.75,0.53846153846153844,0.76923076923076927,0.23076923076923084
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,dasf_clean,DASF,sensitivity,True,13,0.53846153846153844,0.47703679372151431,0.5,0.26923076923076922,0.76923076923076927,0.5
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,dasf_clean,DASF,specificity,True,13,0.76923076923076927,0.33011264588676237,1,0.57692307692307687,0.92307692307692313,0.34615384615384626
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,dasf_clean,DASF,precision,True,8,0.75,0.23570226039551587,0.66666666666666663,0.58333333333333326,0.91666666666666663,0.33333333333333337
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,dasf_clean,DASF,f1,True,13,0.48205128205128206,0.42264935659773417,0.66666666666666663,0.26153846153846155,0.6974358974358974,0.43589743589743585
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,dasf_clean,DASF,auroc,True,13,0.69230769230769229,0.35581254067635687,0.75,0.5,0.86538461538461542,0.36538461538461542
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,dasf_clean,DASF,pr_auc,True,13,0.74358974358974339,0.29553298223674396,0.79166666666666663,0.58333333333333326,0.89102564102564097,0.30769230769230771
openbci,loso_stroop,Stroop LOSO,complete_settings_39_posthoc,dasf_clean,DASF,average_precision,True,13,0.80128205128205132,0.22704436856954921,0.83333333333333326,0.6794871794871794,0.91666666666666663,0.23717948717948723
