variant_id,variant,evaluation,evaluation_display,condition,condition_display,participant,split_seed,fold,train_windows,validation_windows,validation_recordings,recording_accuracy,recording_log_loss
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1441,2,415,245,2,0.5,2.649922326284358
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1494,1,245,415,2,1.0,0.17517620075279686
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1494,2,415,245,2,0.5,2.649922326284358
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1547,1,308,352,2,1.0,0.012326353922606415
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,5,1547,2,352,308,2,0.5,2.719068498399607
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1335,1,280,261,2,0.5,4.1063671580742955
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1335,2,261,280,2,0.5,2.9980043081278707
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1388,1,230,311,2,0.5,3.1444544488247073
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1388,2,311,230,2,0.0,15.995504582935752
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1441,1,230,311,2,0.5,3.1444544488247073
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1441,2,311,230,2,0.0,15.995504582935752
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1494,1,230,311,2,0.5,3.1444544488247073
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1494,2,311,230,2,0.0,15.995504582935752
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1547,1,280,261,2,0.5,4.1063671580742955
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,6,1547,2,261,280,2,0.5,2.9980043081278707
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1335,1,276,265,2,1.0,0.012816297502656275
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1335,2,265,276,2,0.5,3.287749207067715
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1388,1,193,348,2,0.5,0.3664410754381683
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1388,2,348,193,2,0.5,3.398585552654493
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1441,1,193,348,2,0.5,0.3664410754381683
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1441,2,348,193,2,0.5,3.398585552654493
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1494,1,193,348,2,0.5,0.3664410754381683
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1494,2,348,193,2,0.5,3.398585552654493
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1547,1,276,265,2,1.0,0.012816297502656275
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,7,1547,2,265,276,2,0.5,3.287749207067715
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1335,1,396,350,2,1.0,0.21017741478242996
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1335,2,350,396,2,0.5,1.811382481341406
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1388,1,322,424,2,1.0,0.07232216347497324
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1388,2,424,322,2,0.5,1.848281832329561
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1441,1,322,424,2,1.0,0.07232216347497324
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1441,2,424,322,2,0.5,1.848281832329561
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1494,1,322,424,2,1.0,0.07232216347497324
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1494,2,424,322,2,0.5,1.848281832329561
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1547,1,396,350,2,1.0,0.21017741478242996
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,8,1547,2,350,396,2,0.5,1.811382481341406
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1335,1,353,520,2,0.5,1.656501590810174
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1335,2,520,353,2,0.5,2.5834973462126296
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1388,1,270,603,2,0.0,9.309921557961966
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1388,2,603,270,2,0.5,2.370763572750889
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1441,1,270,603,2,0.0,9.309921557961966
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1441,2,603,270,2,0.5,2.370763572750889
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1494,1,270,603,2,0.0,9.309921557961966
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1494,2,603,270,2,0.5,2.370763572750889
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1547,1,353,520,2,0.5,1.656501590810174
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,9,1547,2,520,353,2,0.5,2.5834973462126296
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1335,1,325,268,2,0.5,3.5945107682264545
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1335,2,268,325,2,0.5,0.8660022123065246
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1388,1,201,392,2,0.0,7.5380851479052104
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1388,2,392,201,2,0.5,2.6948266291291842
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1441,1,201,392,2,0.0,7.5380851479052104
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1441,2,392,201,2,0.5,2.6948266291291842
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1494,1,201,392,2,0.0,7.5380851479052104
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1494,2,392,201,2,0.5,2.6948266291291842
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1547,1,325,268,2,0.5,3.5945107682264545
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,10,1547,2,268,325,2,0.5,0.8660022123065246
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1335,1,298,374,2,1.0,0.03750684243127226
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1335,2,374,298,2,0.5,2.9362776291935058
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1388,1,243,429,2,1.0,0.08311433212027872
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1388,2,429,243,2,0.5,3.2272401496293517
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1441,1,243,429,2,1.0,0.08311433212027872
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1441,2,429,243,2,0.5,3.2272401496293517
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1494,1,243,429,2,1.0,0.08311433212027872
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1494,2,429,243,2,0.5,3.2272401496293517
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1547,1,298,374,2,1.0,0.03750684243127226
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,11,1547,2,374,298,2,0.5,2.9362776291935058
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1335,1,312,311,2,0.0,1.127356121587292
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1335,2,311,312,2,0.5,1.6904540847440128
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1388,1,249,374,2,0.5,1.208286690048392
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1388,2,374,249,2,0.5,2.0362051941393053
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1441,1,249,374,2,0.5,1.208286690048392
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1441,2,374,249,2,0.5,2.0362051941393053
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1494,1,249,374,2,0.5,1.208286690048392
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1494,2,374,249,2,0.5,2.0362051941393053
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1547,1,312,311,2,0.0,1.127356121587292
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,12,1547,2,311,312,2,0.5,1.6904540847440128
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1335,1,271,302,2,0.0,2.721121396542905
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1335,2,302,271,2,0.5,6.176661699409156
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1388,1,213,360,2,0.5,4.601275015463026
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1388,2,360,213,2,0.5,3.8789830979219966
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1441,1,213,360,2,0.5,4.601275015463026
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1441,2,360,213,2,0.5,3.8789830979219966
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1494,1,213,360,2,0.5,4.601275015463026
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1494,2,360,213,2,0.5,3.8789830979219966
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1547,1,271,302,2,0.0,2.721121396542905
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,13,1547,2,302,271,2,0.5,6.176661699409156
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1335,1,257,250,2,0.0,9.256010170726487
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1335,2,250,257,2,0.5,4.4269129439012325
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1388,1,179,328,2,0.0,13.732686533741918
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1388,2,328,179,2,0.5,4.1860072798302514
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1441,1,179,328,2,0.0,13.732686533741918
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1441,2,328,179,2,0.5,4.1860072798302514
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1494,1,179,328,2,0.0,13.732686533741918
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1494,2,328,179,2,0.5,4.1860072798302514
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1547,1,257,250,2,0.0,9.256010170726487
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,14,1547,2,250,257,2,0.5,4.4269129439012325
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1335,1,282,299,2,0.5,3.6443161509115374
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1335,2,299,282,2,0.5,4.160819762083795
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1388,1,243,338,2,0.5,9.27514545088828
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1388,2,338,243,2,0.5,2.440747234487987
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1441,1,243,338,2,0.5,9.27514545088828
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1441,2,338,243,2,0.5,2.440747234487987
reference,Reference preprocessing,recording_disjoint,Within-participant recording-disjoint,stroop,Stroop,15,1494,1,243,338,2,0.5,9.27514545088828
