outer_subject,meta_subject,feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,benefit,feature_shift_original
2,11,0.3682330898651718,0.2576720950912103,0.1704297104788073,0.6330679628362361,0.9240223259798118,-0.25,0.3913778364658355
2,12,0.3218301392687414,0.2633016498075702,0.3333860866746595,0.6561691102999124,0.8473402261734009,0.0,0.4085484445095062
2,13,0.3355339378264752,0.2417434829601602,0.2771477937960361,0.6189700217579532,0.8686318619088976,0.0,0.3632029891014099
3,1,0.42495841380149213,0.242893736217013,0.4293874402130497,0.6812099582251601,0.7932694128972648,-0.25,0.5277165174484253
3,2,0.2833987083338142,0.2340862107488134,0.3174729860749539,0.644588714708595,0.8496599826740581,0.0,0.3470015823841095
3,4,0.5730493525741673,0.2713762104871229,0.2546695958943742,0.6612070414708489,0.8926603186364267,0.0,0.9114366173744202
3,5,0.2293374181660391,0.2551888499506805,0.1701895631941176,0.5989503941485039,0.9304976271860528,0.0,0.2907038927078247
3,6,0.7391152686607523,0.236525096012842,0.4012988862962604,0.6557637396145691,0.8193931179654796,0.0,761.85205078125
3,7,0.36951323425859495,0.2949567387692884,0.2724352217617,0.6509091399263589,0.8836955375239501,0.0,0.4392963647842407
3,8,0.3535113208774979,0.2692574329863906,0.2754871916589539,0.6433704370206612,0.880982304226617,-0.25,0.3884572386741638
3,9,0.24712674820601815,0.244390001288464,0.0857366442172232,0.5526378303563886,0.9637656695244649,0.0,0.3163602352142334
3,10,0.3781521136892381,0.3192377184627073,0.1796367562980657,0.6392061409582406,0.9201774184056518,0.0,0.6100775599479675
3,11,0.34956976326108913,0.2624375167254287,0.3125343817557267,0.6439598756350888,0.8549958128659498,0.0,0.3826828002929687
3,12,0.31782717004592065,0.2130740400252966,0.4021124099383888,0.6627777547053164,0.8191659307977361,0.0,0.4031851291656494
3,13,0.3048484712689923,0.2175713806235266,0.3126998626803638,0.6089120175744634,0.8517356886289507,0.0,0.3410961925983429
4,1,0.42273884496650227,0.2461090071958393,0.3929668996776933,0.6802919907314002,0.816838177842349,0.0,0.5151848793029785
4,2,0.26140185232390745,0.2439036489521747,0.2541913818962308,0.6206543025940962,0.8841348772692874,0.0,0.3139216899871826
4,3,0.20991341205355663,0.219627843050149,0.076601843839758,0.5245802191642585,0.9686786280389418,0.0,0.2460314780473709
4,5,0.20444826343262817,0.2212020937064837,0.1486118848821144,0.5733774558315937,0.9384924379262056,0.0,0.2706051170825958
4,6,0.8515587856514741,0.2158359335511604,0.3470883392381547,0.6330739086254156,0.8644060073850777,0.0,769.6589965820312
4,7,0.43760931154734983,0.2268017469332915,0.2880207237945604,0.6422630618593076,0.8660622435224254,0.0,0.5158307552337646
4,8,0.3237196963735716,0.2557099093125497,0.0896277521796372,0.5947426781051233,0.9612120395531284,0.0,0.3584072589874267
4,9,0.20031221384260608,0.2044991051685804,0.1338298989782643,0.5501041687168992,0.9419939227120572,0.0,0.2822329401969909
4,10,0.5117123227417992,0.2066992199543732,0.4176896128856505,0.6580283033158106,0.791644572809615,0.25,0.7163216471672058
4,11,0.28320497630976005,0.2377915901082034,0.2270044936928202,0.6165084361598704,0.9018504492761124,0.0,0.3639257550239563
4,12,0.2742047617400535,0.2359873162124772,0.3603689298362288,0.6600541665137831,0.8370754984753089,0.0,0.3750924468040466
4,13,0.31690471789312136,0.2120202266451966,0.2639688217169673,0.6054283910487446,0.8754031655051946,0.0,0.3169493973255157
5,1,0.41973131698810573,0.2464785696406065,0.4365004332777004,0.6791454937144848,0.7913024390820887,-0.25,0.5340437889099121
