task,strategy,strategy_label,held_out_subject,split_seed,fold,train_windows,validation_windows,train_recordings,validation_recordings,train_participants,validation_participants,overlapping_recordings,recording_overlap_rate,overlapping_participants,participant_overlap_rate,nominal_adjacent_window_raw_overlap,validation_window_accuracy,validation_window_log_loss,validation_recording_accuracy
stroop,recording_disjoint,Recording-disjoint split,1,1441,1,287,366,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.45081967213114754,4.819078543987235,0.5
stroop,recording_disjoint,Recording-disjoint split,1,1441,2,366,287,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.47735191637630664,2.637531065339707,0.5
stroop,random_window,Random-window split,1,1494,1,574,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9113924050632911,0.20144698291755841,1.0
stroop,random_window,Random-window split,1,1494,2,574,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9113924050632911,0.25786399429999896,1.0
stroop,recording_disjoint,Recording-disjoint split,1,1494,1,287,366,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.45081967213114754,4.819078543987235,0.5
stroop,recording_disjoint,Recording-disjoint split,1,1494,2,366,287,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.47735191637630664,2.637531065339707,0.5
stroop,random_window,Random-window split,1,1547,1,574,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9113924050632911,0.23579867972578097,1.0
stroop,random_window,Random-window split,1,1547,2,574,79,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9493670886075949,0.17644030010643227,1.0
stroop,recording_disjoint,Recording-disjoint split,1,1547,1,357,296,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5777027027027027,3.6300415523797676,0.5
stroop,recording_disjoint,Recording-disjoint split,1,1547,2,296,357,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5742296918767507,2.8503869803611606,0.5
stroop,random_window,Random-window split,2,1335,1,755,104,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9807692307692307,0.03523680898662271,1.0
stroop,random_window,Random-window split,2,1335,2,755,104,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.023486018986841415,1.0
stroop,recording_disjoint,Recording-disjoint split,2,1335,1,303,556,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6870503597122302,2.1263300996419483,0.5
stroop,recording_disjoint,Recording-disjoint split,2,1335,2,556,303,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6963696369636964,1.3723464166105346,0.5
stroop,random_window,Random-window split,2,1388,1,755,104,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.01007017176344932,1.0
stroop,random_window,Random-window split,2,1388,2,755,104,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9903846153846154,0.04204948422372249,1.0
stroop,recording_disjoint,Recording-disjoint split,2,1388,1,201,658,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7006079027355623,1.397968595996114,1.0
stroop,recording_disjoint,Recording-disjoint split,2,1388,2,658,201,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.527363184079602,2.202851736395669,0.5
stroop,random_window,Random-window split,2,1441,1,755,104,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.013522524108735407,1.0
stroop,random_window,Random-window split,2,1441,2,755,104,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.00994714320544886,1.0
stroop,recording_disjoint,Recording-disjoint split,2,1441,1,201,658,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7006079027355623,1.397968595996114,1.0
stroop,recording_disjoint,Recording-disjoint split,2,1441,2,658,201,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.527363184079602,2.202851736395669,0.5
stroop,random_window,Random-window split,2,1494,1,755,104,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9903846153846154,0.11335437505744725,1.0
stroop,random_window,Random-window split,2,1494,2,755,104,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.01983899957814764,1.0
stroop,recording_disjoint,Recording-disjoint split,2,1494,1,201,658,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7006079027355623,1.397968595996114,1.0
stroop,recording_disjoint,Recording-disjoint split,2,1494,2,658,201,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.527363184079602,2.202851736395669,0.5
stroop,random_window,Random-window split,2,1547,1,755,104,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9903846153846154,0.03843614339967676,1.0
stroop,random_window,Random-window split,2,1547,2,755,104,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.019717236427995347,1.0
stroop,recording_disjoint,Recording-disjoint split,2,1547,1,303,556,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6870503597122302,2.1263300996419483,0.5
stroop,recording_disjoint,Recording-disjoint split,2,1547,2,556,303,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6963696369636964,1.3723464166105346,0.5
stroop,random_window,Random-window split,3,1335,1,501,69,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9855072463768116,0.06259500822287323,1.0
stroop,random_window,Random-window split,3,1335,2,501,69,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9855072463768116,0.033269408622857155,1.0
stroop,recording_disjoint,Recording-disjoint split,3,1335,1,287,283,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.44876325088339225,3.85443990520751,0.5
stroop,recording_disjoint,Recording-disjoint split,3,1335,2,283,287,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5888501742160279,1.4248632249776654,0.5
stroop,random_window,Random-window split,3,1388,1,501,69,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.0031712436517815036,1.0
stroop,random_window,Random-window split,3,1388,2,501,69,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.0017023104267034068,1.0
stroop,recording_disjoint,Recording-disjoint split,3,1388,1,229,341,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5454545454545454,2.9532579205932734,0.5
stroop,recording_disjoint,Recording-disjoint split,3,1388,2,341,229,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.8253275109170306,0.6076459123940154,1.0
stroop,random_window,Random-window split,3,1441,1,501,69,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.005483446052572854,1.0
stroop,random_window,Random-window split,3,1441,2,501,69,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.0029626073692080746,1.0
stroop,recording_disjoint,Recording-disjoint split,3,1441,1,229,341,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5454545454545454,2.9532579205932734,0.5
stroop,recording_disjoint,Recording-disjoint split,3,1441,2,341,229,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.8253275109170306,0.6076459123940154,1.0
stroop,random_window,Random-window split,3,1494,1,501,69,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.004747170024195765,1.0
stroop,random_window,Random-window split,3,1494,2,501,69,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.002351149769762572,1.0
stroop,recording_disjoint,Recording-disjoint split,3,1494,1,229,341,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5454545454545454,2.9532579205932734,0.5
stroop,recording_disjoint,Recording-disjoint split,3,1494,2,341,229,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.8253275109170306,0.6076459123940154,1.0
stroop,random_window,Random-window split,3,1547,1,501,69,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.003138634749768641,1.0
stroop,random_window,Random-window split,3,1547,2,501,69,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.013096731080924073,1.0
stroop,recording_disjoint,Recording-disjoint split,3,1547,1,287,283,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.44876325088339225,3.85443990520751,0.5
stroop,recording_disjoint,Recording-disjoint split,3,1547,2,283,287,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5888501742160279,1.4248632249776654,0.5
stroop,random_window,Random-window split,4,1335,1,403,56,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.023954672985373095,1.0
stroop,random_window,Random-window split,4,1335,2,403,56,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.01962657921478143,1.0
stroop,recording_disjoint,Recording-disjoint split,4,1335,1,281,178,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.8820224719101124,2.0535213816810263,0.5
stroop,recording_disjoint,Recording-disjoint split,4,1335,2,178,281,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7046263345195729,1.4103700755033788,0.5
stroop,random_window,Random-window split,4,1388,1,403,56,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.015746403605714894,1.0
stroop,random_window,Random-window split,4,1388,2,403,56,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.016376649000172338,1.0
stroop,recording_disjoint,Recording-disjoint split,4,1388,1,151,308,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.8766233766233766,0.35098356967096184,1.0
stroop,recording_disjoint,Recording-disjoint split,4,1388,2,308,151,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.39072847682119205,2.570952653175829,0.5
stroop,random_window,Random-window split,4,1441,1,403,56,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.024467681434245204,1.0
stroop,random_window,Random-window split,4,1441,2,403,56,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.020493814360229973,1.0
stroop,recording_disjoint,Recording-disjoint split,4,1441,1,151,308,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.8766233766233766,0.35098356967096184,1.0
stroop,recording_disjoint,Recording-disjoint split,4,1441,2,308,151,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.39072847682119205,2.570952653175829,0.5
stroop,random_window,Random-window split,4,1494,1,403,56,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.00884294820664282,1.0
stroop,random_window,Random-window split,4,1494,2,403,56,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.030792636093429828,1.0
stroop,recording_disjoint,Recording-disjoint split,4,1494,1,151,308,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.8766233766233766,0.35098356967096184,1.0
stroop,recording_disjoint,Recording-disjoint split,4,1494,2,308,151,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.39072847682119205,2.570952653175829,0.5
stroop,random_window,Random-window split,4,1547,1,403,56,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.017829531694609692,1.0
stroop,random_window,Random-window split,4,1547,2,403,56,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.01873831272097042,1.0
stroop,recording_disjoint,Recording-disjoint split,4,1547,1,281,178,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.8820224719101124,2.0535213816810263,0.5
stroop,recording_disjoint,Recording-disjoint split,4,1547,2,178,281,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7046263345195729,1.4103700755033788,0.5
stroop,random_window,Random-window split,5,1335,1,580,80,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.017243169476134655,1.0
stroop,random_window,Random-window split,5,1335,2,580,80,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.014548204725561046,1.0
stroop,recording_disjoint,Recording-disjoint split,5,1335,1,308,352,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.9715909090909091,0.08337608498839572,1.0
stroop,recording_disjoint,Recording-disjoint split,5,1335,2,352,308,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5551948051948052,2.4246731162193074,0.5
stroop,random_window,Random-window split,5,1388,1,580,80,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.95,0.07508214100300994,1.0
stroop,random_window,Random-window split,5,1388,2,580,80,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9875,0.05598674713948674,1.0
stroop,recording_disjoint,Recording-disjoint split,5,1388,1,245,415,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6385542168674698,1.49550223413228,1.0
stroop,recording_disjoint,Recording-disjoint split,5,1388,2,415,245,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.44081632653061226,2.9679877467045572,0.5
stroop,random_window,Random-window split,5,1441,1,580,80,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.016918119003891802,1.0
stroop,random_window,Random-window split,5,1441,2,580,80,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.011043843199343806,1.0
stroop,recording_disjoint,Recording-disjoint split,5,1441,1,245,415,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6385542168674698,1.49550223413228,1.0
stroop,recording_disjoint,Recording-disjoint split,5,1441,2,415,245,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.44081632653061226,2.9679877467045572,0.5
stroop,random_window,Random-window split,5,1494,1,580,80,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.006896797728366913,1.0
stroop,random_window,Random-window split,5,1494,2,580,80,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.013401311713781922,1.0
stroop,recording_disjoint,Recording-disjoint split,5,1494,1,245,415,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6385542168674698,1.49550223413228,1.0
stroop,recording_disjoint,Recording-disjoint split,5,1494,2,415,245,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.44081632653061226,2.9679877467045572,0.5
stroop,random_window,Random-window split,5,1547,1,580,80,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.016188441983211614,1.0
stroop,random_window,Random-window split,5,1547,2,580,80,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9875,0.02702466212577438,1.0
stroop,recording_disjoint,Recording-disjoint split,5,1547,1,308,352,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.9715909090909091,0.08337608498839572,1.0
stroop,recording_disjoint,Recording-disjoint split,5,1547,2,352,308,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5551948051948052,2.4246731162193074,0.5
stroop,random_window,Random-window split,6,1335,1,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.017414814346011165,1.0
stroop,random_window,Random-window split,6,1335,2,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.19155185152356496,1.0
stroop,recording_disjoint,Recording-disjoint split,6,1335,1,280,261,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.3448275862068966,11.3402821542249,0.5
stroop,recording_disjoint,Recording-disjoint split,6,1335,2,261,280,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4,3.47445887613951,0.5
stroop,random_window,Random-window split,6,1388,1,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9692307692307692,0.0700120270073651,1.0
stroop,random_window,Random-window split,6,1388,2,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.05027883655155765,1.0
stroop,recording_disjoint,Recording-disjoint split,6,1388,1,230,311,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.48231511254019294,3.256400104733756,0.5
stroop,recording_disjoint,Recording-disjoint split,6,1388,2,311,230,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.14347826086956522,21.17632946470249,0.0
stroop,random_window,Random-window split,6,1441,1,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.023392176813515603,1.0
stroop,random_window,Random-window split,6,1441,2,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.019356133034193625,1.0
stroop,recording_disjoint,Recording-disjoint split,6,1441,1,230,311,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.48231511254019294,3.256400104733756,0.5
stroop,recording_disjoint,Recording-disjoint split,6,1441,2,311,230,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.14347826086956522,21.17632946470249,0.0
stroop,random_window,Random-window split,6,1494,1,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.018455898120044258,1.0
stroop,random_window,Random-window split,6,1494,2,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.020219193022561022,1.0
stroop,recording_disjoint,Recording-disjoint split,6,1494,1,230,311,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.48231511254019294,3.256400104733756,0.5
stroop,recording_disjoint,Recording-disjoint split,6,1494,2,311,230,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.14347826086956522,21.17632946470249,0.0
stroop,random_window,Random-window split,6,1547,1,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.018392882814369346,1.0
stroop,random_window,Random-window split,6,1547,2,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.01919338694752958,1.0
stroop,recording_disjoint,Recording-disjoint split,6,1547,1,280,261,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.3448275862068966,11.3402821542249,0.5
stroop,recording_disjoint,Recording-disjoint split,6,1547,2,261,280,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.4,3.47445887613951,0.5
stroop,random_window,Random-window split,7,1335,1,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9692307692307692,0.1478304517027665,1.0
stroop,random_window,Random-window split,7,1335,2,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.05559241826400158,1.0
stroop,recording_disjoint,Recording-disjoint split,7,1335,1,276,265,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.8490566037735849,0.9046269402593964,1.0
stroop,recording_disjoint,Recording-disjoint split,7,1335,2,265,276,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6485507246376812,2.3132719428780124,0.5
stroop,random_window,Random-window split,7,1388,1,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.03180232793275185,1.0
stroop,random_window,Random-window split,7,1388,2,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.04717434958417705,1.0
stroop,recording_disjoint,Recording-disjoint split,7,1388,1,193,348,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.75,0.6993502725258683,0.5
stroop,recording_disjoint,Recording-disjoint split,7,1388,2,348,193,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.46632124352331605,3.548751039906,0.5
stroop,random_window,Random-window split,7,1441,1,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.04741818755502645,1.0
stroop,random_window,Random-window split,7,1441,2,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.0803386592246984,1.0
stroop,recording_disjoint,Recording-disjoint split,7,1441,1,193,348,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.75,0.6993502725258683,0.5
stroop,recording_disjoint,Recording-disjoint split,7,1441,2,348,193,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.46632124352331605,3.548751039906,0.5
stroop,random_window,Random-window split,7,1494,1,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.124173692183509,1.0
stroop,random_window,Random-window split,7,1494,2,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.07259198613138679,1.0
stroop,recording_disjoint,Recording-disjoint split,7,1494,1,193,348,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.75,0.6993502725258683,0.5
stroop,recording_disjoint,Recording-disjoint split,7,1494,2,348,193,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.46632124352331605,3.548751039906,0.5
stroop,random_window,Random-window split,7,1547,1,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9846153846153847,0.06145883812401084,1.0
stroop,random_window,Random-window split,7,1547,2,476,65,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.03934189368697649,1.0
stroop,recording_disjoint,Recording-disjoint split,7,1547,1,276,265,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.8490566037735849,0.9046269402593964,1.0
stroop,recording_disjoint,Recording-disjoint split,7,1547,2,265,276,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6485507246376812,2.3132719428780124,0.5
stroop,random_window,Random-window split,8,1335,1,656,90,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.07286302856380061,1.0
stroop,random_window,Random-window split,8,1335,2,656,90,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9444444444444444,0.15367808348406625,1.0
stroop,recording_disjoint,Recording-disjoint split,8,1335,1,396,350,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6285714285714286,2.4610483542755706,1.0
stroop,recording_disjoint,Recording-disjoint split,8,1335,2,350,396,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5883838383838383,2.4330814863766483,0.5
stroop,random_window,Random-window split,8,1388,1,656,90,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9555555555555556,0.14504932751888483,1.0
stroop,random_window,Random-window split,8,1388,2,656,90,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.05577077093319532,1.0
stroop,recording_disjoint,Recording-disjoint split,8,1388,1,322,424,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7169811320754716,1.5018932135419512,1.0
stroop,recording_disjoint,Recording-disjoint split,8,1388,2,424,322,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.468944099378882,2.0412328125311094,0.5
stroop,random_window,Random-window split,8,1441,1,656,90,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9777777777777777,0.0985208459113814,1.0
stroop,random_window,Random-window split,8,1441,2,656,90,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9888888888888889,0.06489449394215673,1.0
stroop,recording_disjoint,Recording-disjoint split,8,1441,1,322,424,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7169811320754716,1.5018932135419512,1.0
stroop,recording_disjoint,Recording-disjoint split,8,1441,2,424,322,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.468944099378882,2.0412328125311094,0.5
stroop,random_window,Random-window split,8,1494,1,656,90,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9888888888888889,0.09973246066362972,1.0
stroop,random_window,Random-window split,8,1494,2,656,90,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9222222222222223,0.7759620129558398,1.0
stroop,recording_disjoint,Recording-disjoint split,8,1494,1,322,424,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7169811320754716,1.5018932135419512,1.0
stroop,recording_disjoint,Recording-disjoint split,8,1494,2,424,322,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.468944099378882,2.0412328125311094,0.5
stroop,random_window,Random-window split,8,1547,1,656,90,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9555555555555556,0.16999122054216517,1.0
stroop,random_window,Random-window split,8,1547,2,656,90,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9666666666666667,0.08550398931959992,1.0
stroop,recording_disjoint,Recording-disjoint split,8,1547,1,396,350,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6285714285714286,2.4610483542755706,1.0
stroop,recording_disjoint,Recording-disjoint split,8,1547,2,350,396,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5883838383838383,2.4330814863766483,0.5
stroop,random_window,Random-window split,9,1335,1,768,105,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9904761904761905,0.05592307465165038,1.0
stroop,random_window,Random-window split,9,1335,2,768,105,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9523809523809523,0.10635698298103546,1.0
stroop,recording_disjoint,Recording-disjoint split,9,1335,1,353,520,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7346153846153847,1.4258107368057409,0.5
stroop,recording_disjoint,Recording-disjoint split,9,1335,2,520,353,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5694050991501416,2.400525950084696,0.5
stroop,random_window,Random-window split,9,1388,1,768,105,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9619047619047619,0.1376060498865934,1.0
stroop,random_window,Random-window split,9,1388,2,768,105,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.048962723853136825,1.0
stroop,recording_disjoint,Recording-disjoint split,9,1388,1,270,603,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.14096185737976782,12.773263297025215,0.0
stroop,recording_disjoint,Recording-disjoint split,9,1388,2,603,270,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.43703703703703706,2.8879620253966367,0.5
stroop,random_window,Random-window split,9,1441,1,768,105,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9619047619047619,0.12962641110006032,1.0
stroop,random_window,Random-window split,9,1441,2,768,105,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9714285714285714,0.0841274317599121,1.0
stroop,recording_disjoint,Recording-disjoint split,9,1441,1,270,603,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.14096185737976782,12.773263297025215,0.0
stroop,recording_disjoint,Recording-disjoint split,9,1441,2,603,270,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.43703703703703706,2.8879620253966367,0.5
stroop,random_window,Random-window split,9,1494,1,768,105,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9523809523809523,0.10162671673745093,1.0
stroop,random_window,Random-window split,9,1494,2,768,105,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.04147246439078611,1.0
stroop,recording_disjoint,Recording-disjoint split,9,1494,1,270,603,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.14096185737976782,12.773263297025215,0.0
stroop,recording_disjoint,Recording-disjoint split,9,1494,2,603,270,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.43703703703703706,2.8879620253966367,0.5
stroop,random_window,Random-window split,9,1547,1,768,105,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9619047619047619,0.08692281918742732,1.0
stroop,random_window,Random-window split,9,1547,2,768,105,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9619047619047619,0.12778074750572493,1.0
stroop,recording_disjoint,Recording-disjoint split,9,1547,1,353,520,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.7346153846153847,1.4258107368057409,0.5
stroop,recording_disjoint,Recording-disjoint split,9,1547,2,520,353,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.5694050991501416,2.400525950084696,0.5
stroop,random_window,Random-window split,10,1335,1,521,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9722222222222222,0.0841083245312716,1.0
stroop,random_window,Random-window split,10,1335,2,521,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.03872750131139383,1.0
stroop,recording_disjoint,Recording-disjoint split,10,1335,1,325,268,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6865671641791045,2.2383021214470475,0.5
stroop,recording_disjoint,Recording-disjoint split,10,1335,2,268,325,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.6215384615384615,2.8347703661737946,0.5
stroop,random_window,Random-window split,10,1388,1,521,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,1.0,0.06895272429157767,1.0
stroop,random_window,Random-window split,10,1388,2,521,72,4,4,1,1,4,1.0,1,1.0,0.9411764705882353,0.9722222222222222,0.08153767192793304,1.0
stroop,recording_disjoint,Recording-disjoint split,10,1388,1,201,392,2,2,1,1,0,0.0,1,1.0,0.9411764705882353,0.2729591836734694,11.695161739699763,0.0
