outer_subject,meta_subject,feature_shift,disagreement,entropy_nn,entropy_fuse,confidence_nn,benefit
7,14,0.4093937299765685,0.1715308567574428,0.1309253955892175,0.4863762225993718,0.9592911395330636,0.0
7,15,0.3016089966944496,0.2118338634967197,0.3157590218330951,0.6299600876811441,0.8638292537703982,0.25
8,1,0.4859947331875071,0.2564742237686299,0.3884125709506666,0.6742684788841542,0.8155869020984877,-0.25
8,2,0.3074982345985904,0.2133241492655036,0.2380646690173483,0.5858090956883616,0.8943363903426458,0.0
8,3,0.3199047109361259,0.1916477576513919,0.0800114136357291,0.4804732878582481,0.9670316893803446,0.0
8,4,0.4436421917886127,0.2593698571757636,0.1817811399458094,0.6100400983148628,0.925498808261356,0.0
8,5,0.2248415429676831,0.2092626754306295,0.3197974642721174,0.6055777535299697,0.8601921811248316,0.0
8,6,0.5808985894107486,0.2019508156035093,0.4714075483177715,0.6623446761086489,0.7737149870549905,-0.25
8,7,0.2700784265943162,0.2124655005692789,0.2633913268557404,0.5902975929417236,0.882497369141323,0.0
8,9,0.2588689083815486,0.2132519409372708,0.2252089609627149,0.5885801542071616,0.9024720724505656,0.25
8,10,0.2756352355405763,0.2332511485993028,0.3054891939686866,0.6401979614051125,0.8705134150551704,-0.25
8,11,0.3627319308997294,0.2084408411508548,0.3089981084162885,0.6295735600061073,0.859006835502528,0.0
8,12,0.3043335188816629,0.2023896384626529,0.4534982419203631,0.6667884473508137,0.7889535464406204,-0.25
8,13,0.3269003594999637,0.2133001708881592,0.3317494955143268,0.6070206020212936,0.8608960040160707,0.25
8,14,0.360916348022404,0.1300751892774016,0.1238380655862548,0.4191773234771812,0.9609041142275584,0.0
8,15,0.2900372442605379,0.1927265893296776,0.3619851066533192,0.62981747765064,0.834340034171349,0.0
9,1,0.4730106935814521,0.2504097716092488,0.3820411693696,0.6651220524941199,0.840771123424606,-0.25
9,2,0.2978994095567711,0.2234377298726484,0.2784954277233088,0.6240657465319984,0.8676331338838038,0.0
9,3,0.3171009506741761,0.1895690061660223,0.0977966863824058,0.4924759391267523,0.9589878333242317,0.0
9,4,0.4399240675855252,0.2541575519842861,0.1602065332776721,0.6037222508700147,0.9305923714876696,-0.25
9,5,0.2321784934477519,0.2130736673134128,0.1516788379445485,0.5410969473069591,0.9380026801065964,0.0
9,6,0.5968080357623574,0.2027708304477433,0.5474913600400385,0.6763462601384534,0.7110982914067902,-0.25
9,7,0.2650344440337253,0.2104936396777154,0.2784161460906488,0.5979506239999334,0.8757809986689175,-0.25
9,8,0.3655024309954907,0.2548145260309145,0.3674337631466046,0.6690721658012743,0.8288830632179096,0.25
9,10,0.2639692626233939,0.2191782342164239,0.3270949028110371,0.6380808163168441,0.8548039683403093,0.0
