model,protocol,direction,subject,seed,selected_epoch,inner_folds,inner_epoch_mean,inner_epoch_standard_deviation,inner_epoch_minimum,inner_epoch_maximum,inner_epoch_range,outer_training_recordings,outer_test_recordings,parameter_count
EEG-Conformer,loso,stroop,5,1441,6,12,7.5,5.8697994390392463,1,18,17,48,4,58962
EEG-Conformer,loso,stroop,5,1494,4,12,6.75,7.4483067020144063,1,25,24,48,4,58962
EEG-Conformer,loso,stroop,5,1547,3,12,6.833333333333333,7.5297390191805249,1,22,21,48,4,58962
EEG-Conformer,loso,stroop,6,1335,2,12,6.25,12.721670845093779,1,46,45,48,4,58962
EEG-Conformer,loso,stroop,6,1388,2,12,5.25,6.4402851433203425,1,20,19,48,4,58962
EEG-Conformer,loso,stroop,6,1441,4,12,8.75,11.631657428993279,1,40,39,48,4,58962
EEG-Conformer,loso,stroop,6,1494,2,12,6.666666666666667,8.9882077628345218,1,31,30,48,4,58962
EEG-Conformer,loso,stroop,6,1547,2,12,6.083333333333333,11.942729498686131,1,43,42,48,4,58962
EEG-Conformer,loso,stroop,7,1335,7,12,10.416666666666666,10.858246412359373,1,38,37,48,4,58962
EEG-Conformer,loso,stroop,7,1388,3,12,5.166666666666667,6.6719675894859911,1,24,23,48,4,58962
EEG-Conformer,loso,stroop,7,1441,2,12,6.25,7.6885392867329729,1,27,26,48,4,58962
EEG-Conformer,loso,stroop,7,1494,4,12,6.583333333333333,7.6450617850328522,1,23,22,48,4,58962
EEG-Conformer,loso,stroop,7,1547,4,12,4.916666666666667,4.7760450228830607,1,15,14,48,4,58962
EEG-Conformer,loso,stroop,8,1335,4,12,8.9166666666666661,10.228821431562285,1,35,34,48,4,58962
EEG-Conformer,loso,stroop,8,1388,6,12,11.333333333333334,12.80861452541242,1,42,41,48,4,58962
EEG-Conformer,loso,stroop,8,1441,4,12,6.25,6.3693156475544388,1,19,18,48,4,58962
EEG-Conformer,loso,stroop,8,1494,5,12,7.75,8.2144551083606725,1,25,24,48,4,58962
EEG-Conformer,loso,stroop,8,1547,8,12,11.916666666666666,12.258268699745145,1,37,36,48,4,58962
EEG-Conformer,loso,stroop,9,1335,2,12,7.333333333333333,10.81525297760977,1,37,36,48,4,58962
EEG-Conformer,loso,stroop,9,1388,6,12,8.5,7.6336575291748101,1,25,24,48,4,58962
EEG-Conformer,loso,stroop,9,1441,6,12,11.333333333333334,15.125735644519205,1,42,41,48,4,58962
EEG-Conformer,loso,stroop,9,1494,3,12,9.6666666666666661,12.85112894463032,1,41,40,48,4,58962
EEG-Conformer,loso,stroop,9,1547,2,12,8.1666666666666661,10.434499886376342,1,32,31,48,4,58962
EEG-Conformer,loso,stroop,10,1335,4,12,6,4.6709936649691377,1,14,13,48,4,58962
EEG-Conformer,loso,stroop,10,1388,6,12,9,7.9315251313408135,2,26,24,48,4,58962
EEG-Conformer,loso,stroop,10,1441,2,12,7.916666666666667,15.453498181984752,1,55,54,48,4,58962
EEG-Conformer,loso,stroop,10,1494,7,12,9.5833333333333339,9.5960061136565198,1,34,33,48,4,58962
EEG-Conformer,loso,stroop,10,1547,4,12,4.916666666666667,4.5817490374773087,1,16,15,48,4,58962
EEG-Conformer,loso,stroop,11,1335,6,12,10.416666666666666,10.697989049207786,1,27,26,48,4,58962
EEG-Conformer,loso,stroop,11,1388,7,12,8.6666666666666661,7.3895913693559958,1,22,21,48,4,58962
EEG-Conformer,loso,stroop,11,1441,4,12,7.25,6.6623091819851492,1,20,19,48,4,58962
EEG-Conformer,loso,stroop,11,1494,5,12,8.1666666666666661,8.983149208210321,1,31,30,48,4,58962
EEG-Conformer,loso,stroop,11,1547,10,12,10.75,7.9214897588774296,1,28,27,48,4,58962
EEG-Conformer,loso,stroop,12,1335,4,12,9.3333333333333339,11.718930554164629,1,37,36,48,4,58962
EEG-Conformer,loso,stroop,12,1388,5,12,7.083333333333333,7.3293722084293798,1,27,26,48,4,58962
EEG-Conformer,loso,stroop,12,1441,2,12,6.5,7.7869354457555149,1,21,20,48,4,58962
EEG-Conformer,loso,stroop,12,1494,3,12,4.833333333333333,5.507570547286103,1,18,17,48,4,58962
EEG-Conformer,loso,stroop,12,1547,10,12,12.333333333333334,8.6794777108610255,1,27,26,48,4,58962
EEG-Conformer,loso,stroop,13,1335,4,12,8.0833333333333339,13.290176367482406,1,49,48,48,4,58962
EEG-Conformer,loso,stroop,13,1388,5,12,5.916666666666667,5.0535016362794209,1,15,14,48,4,58962
EEG-Conformer,loso,stroop,13,1441,4,12,8,15.925965077079745,1,58,57,48,4,58962
EEG-Conformer,loso,stroop,13,1494,2,12,5,5.2048928030180495,1,14,13,48,4,58962
EEG-Conformer,loso,stroop,13,1547,11,12,13.083333333333334,12.652404251103158,1,48,47,48,4,58962
