fold,held_out_subject,maximum_nearest_train_raw_overlap_fraction,mean_nearest_train_raw_overlap_fraction,overlapping_participants,overlapping_recordings,participant_overlap_rate,recording_accuracy,recording_auroc,recording_average_precision,recording_balanced_accuracy,recording_brier_score,recording_f1,recording_fn,recording_fp,recording_log_loss,recording_n,recording_n_class_0,recording_n_class_1,recording_overlap_rate,recording_pr_auc,recording_precision,recording_sensitivity,recording_specificity,recording_tn,recording_tp,split_seed,strategy,strategy_display,task,train_participants,train_recordings,train_windows,validation_participants,validation_recordings,validation_windows,validation_windows_with_raw_overlap_fraction,window_accuracy,window_auroc,window_average_precision,window_balanced_accuracy,window_brier_score,window_f1,window_fn,window_fp,window_log_loss,window_n,window_n_class_0,window_n_class_1,window_pr_auc,window_precision,window_sensitivity,window_specificity,window_tn,window_tp
2,14,0.94117647058823528,0.94117647058823528,1,4,1,1,1,1,1,0.0024593369811708289,1,0,0,0.030811724145510141,4,2,2,1,1,1,1,1,2,2,1388,random_window,Random-window split,arithmetic,1,4,522,1,4,72,1,0.98611111111111116,1,1,0.98484848484848486,0.01026723309030904,0.98734177215189878,0,1,0.05175020295742816,72,33,39,1,0.97499999999999998,1,0.96969696969696972,32,39
1,14,0.94117647058823528,0.94117647058823528,1,4,1,1,1,1,1,0.00032920035395550383,1,0,0,0.01275812638561321,4,2,2,1,1,1,1,1,2,2,1441,random_window,Random-window split,arithmetic,1,4,522,1,4,72,1,0.95833333333333337,0.99689199689199692,0.99741699223283109,0.9592074592074592,0.022016370189170176,0.96103896103896103,2,1,0.071229388022337525,72,33,39,0.99738358821256035,0.97368421052631582,0.94871794871794868,0.96969696969696972,32,37
2,14,0.94117647058823528,0.94035947712418322,1,4,1,1,1,1,1,0.00058321574436056352,1,0,0,0.016990252147865696,4,2,2,1,1,1,1,1,2,2,1441,random_window,Random-window split,arithmetic,1,4,522,1,4,72,1,1,1,1,1,0.011437463144090882,1,0,0,0.053615213841155356,72,33,39,1,1,1,1,33,39
1,14,0.94117647058823528,0.94117647058823528,1,4,1,1,1,1,1,0.00027454033078395582,1,0,0,0.011885433822991773,4,2,2,1,1,1,1,1,2,2,1494,random_window,Random-window split,arithmetic,1,4,522,1,4,72,1,1,1,1,1,0.0047775143064687255,1,0,0,0.034187626581327853,72,33,39,1,1,1,1,33,39
2,14,0.94117647058823528,0.94035947712418322,1,4,1,1,1,1,1,0.00077600976991729694,1,0,0,0.018790215555749584,4,2,2,1,1,1,1,1,2,2,1494,random_window,Random-window split,arithmetic,1,4,522,1,4,72,1,1,1,1,1,0.0080462501938927764,1,0,0,0.043271628033606055,72,33,39,1,1,1,1,33,39
1,14,0.94117647058823528,0.94035947712418322,1,4,1,1,1,1,1,0.00087637678870186478,1,0,0,0.020891827059918336,4,2,2,1,1,1,1,1,2,2,1547,random_window,Random-window split,arithmetic,1,4,522,1,4,72,1,1,1,1,1,0.0070865370780547471,1,0,0,0.045546512838753918,72,33,39,1,1,1,1,33,39
2,14,0.94117647058823528,0.94035947712418322,1,4,1,1,1,1,1,0.0020261655475756458,1,0,0,0.029986221388399504,4,2,2,1,1,1,1,1,2,2,1547,random_window,Random-window split,arithmetic,1,4,522,1,4,72,1,0.98611111111111116,0.99766899766899775,0.99802674833039207,0.98484848484848486,0.020813207464280208,0.98734177215189878,0,1,0.080452455278785362,72,33,39,0.99800076080440459,0.97499999999999998,1,0.96969696969696972,32,39
1,15,0.94117647058823528,0.93983957219251346,1,4,1,1,1,1,1,0.0004760835728200494,1,0,0,0.015995437030449686,4,2,2,1,1,1,1,1,2,2,1335,random_window,Random-window split,arithmetic,1,4,639,1,4,88,1,1,1,0.99999999999999989,1,0.001290036747601314,1,0,0,0.019938426544433594,88,42,46,0.99999999999999989,1,1,1,42,46
2,15,0.94117647058823528,0.94117647058823539,1,4,1,1,1,1,1,0.00044985627399265365,1,0,0,0.015587526853894572,4,2,2,1,1,1,1,1,2,2,1335,random_window,Random-window split,arithmetic,1,4,639,1,4,88,1,1,1,0.99999999999999989,1,0.0030289860217496602,1,0,0,0.031482113704276192,88,42,46,0.99999999999999989,1,1,1,42,46
1,15,0.94117647058823528,0.93983957219251346,1,4,1,1,1,1,1,0.00028795112229808235,1,0,0,0.012418629224540042,4,2,2,1,1,1,1,1,2,2,1388,random_window,Random-window split,arithmetic,1,4,639,1,4,88,1,1,1,0.99999999999999989,1,0.0017529679895962934,1,0,0,0.020858141543391086,88,42,46,0.99999999999999989,1,1,1,42,46
2,15,0.94117647058823528,0.94117647058823539,1,4,1,1,1,1,1,0.00042351225171491141,1,0,0,0.014524693823915868,4,2,2,1,1,1,1,1,2,2,1388,random_window,Random-window split,arithmetic,1,4,639,1,4,88,1,1,1,0.99999999999999989,1,0.0012943548967817001,1,0,0,0.019535857242281244,88,42,46,0.99999999999999989,1,1,1,42,46
1,15,0.94117647058823528,0.93983957219251346,1,4,1,1,1,1,1,0.00033174591273269096,1,0,0,0.013688407405918559,4,2,2,1,1,1,1,1,2,2,1441,random_window,Random-window split,arithmetic,1,4,639,1,4,88,1,1,1,0.99999999999999989,1,0.0018341059944648357,1,0,0,0.022779719356301444,88,42,46,0.99999999999999989,1,1,1,42,46
2,15,0.94117647058823528,0.93983957219251346,1,4,1,1,1,1,1,0.00057895937898264722,1,0,0,0.017469526578599105,4,2,2,1,1,1,1,1,2,2,1441,random_window,Random-window split,arithmetic,1,4,639,1,4,88,1,1,1,0.99999999999999989,1,0.0028549666349816632,1,0,0,0.028611978089474414,88,42,46,0.99999999999999989,1,1,1,42,46
1,15,0.94117647058823528,0.93983957219251346,1,4,1,1,1,1,1,0.00043064902770272983,1,0,0,0.015335599817063448,4,2,2,1,1,1,1,1,2,2,1494,random_window,Random-window split,arithmetic,1,4,639,1,4,88,1,1,1,0.99999999999999989,1,0.0016433545059904642,1,0,0,0.022489777690753481,88,42,46,0.99999999999999989,1,1,1,42,46
2,15,0.94117647058823528,0.93983957219251346,1,4,1,1,1,1,1,0.00031087109165268815,1,0,0,0.013312722865561004,4,2,2,1,1,1,1,1,2,2,1494,random_window,Random-window split,arithmetic,1,4,639,1,4,88,1,1,1,0.99999999999999989,1,0.0013232510797688618,1,0,0,0.01924536656116629,88,42,46,0.99999999999999989,1,1,1,42,46
1,15,0.94117647058823528,0.94050802139037448,1,4,1,1,1,1,1,0.00021232674501934107,1,0,0,0.011013489990210876,4,2,2,1,1,1,1,1,2,2,1547,random_window,Random-window split,arithmetic,1,4,639,1,4,88,1,1,1,0.99999999999999989,1,0.00076464012823551804,1,0,0,0.015974433783191078,88,42,46,0.99999999999999989,1,1,1,42,46
2,15,0.94117647058823528,0.94117647058823539,1,4,1,1,1,1,1,0.00070452868830114476,1,0,0,0.018635324938741499,4,2,2,1,1,1,1,1,2,2,1547,random_window,Random-window split,arithmetic,1,4,639,1,4,88,1,1,1,0.99999999999999989,1,0.0019637151815440198,1,0,0,0.023104159271620382,88,42,46,0.99999999999999989,1,1,1,42,46
1,1,0,0,1,0,1,1,1,1,1,0.10257559496030109,1,0,0,0.30167173976713935,2,1,1,0,1,1,1,1,1,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,370,1,2,326,0,0.62576687116564422,0.76813779067576227,0.68472367312178339,0.63046018166057372,0.30671912563278375,0.5821917808219178,84,38,1.3312716915105474,326,157,169,0.68058151851263637,0.69105691056910568,0.50295857988165682,0.7579617834394905,119,85
2,1,0,0,1,0,1,0.5,1,1,0.5,0.47390945616820734,0.66666666666666663,0,1,1.8166086222003452,2,1,1,0,1,0.5,1,0,0,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,326,1,2,370,0,0.64054054054054055,0.82058788025108642,0.87834855990726768,0.57245895702559157,0.3286415538469703,0.75774134790528236,10,123,1.8222029222237111,370,152,218,0.87801664995987361,0.62839879154078548,0.95412844036697253,0.19078947368421054,29,208
1,1,0,0,1,0,1,1,1,1,1,0.00020715175165486762,1,0,0,0.010723110475179412,2,1,1,0,1,1,1,1,1,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,321,1,2,375,0,0.7493333333333333,0.77482031204347579,0.72616841486470451,0.73806462922924099,0.20482557349947961,0.78923766816143492,42,52,1.287611255976773,375,157,218,0.72310726347772758,0.77192982456140347,0.80733944954128445,0.66878980891719741,105,176
2,1,0,0,1,0,1,0.5,1,1,0.5,0.34792266875827638,0.66666666666666663,0,1,0.90340538165976469,2,1,1,0,1,0.5,1,0,0,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,375,1,2,321,0,0.60436137071651086,0.68140766116474627,0.65026321225020389,0.59084008097165985,0.3333207242191028,0.69249394673123488,26,101,1.7197870291661226,321,152,169,0.64609690907915596,0.58606557377049184,0.84615384615384615,0.33552631578947367,51,143
1,1,0,0,1,0,1,1,1,1,1,0.00020715175165486762,1,0,0,0.010723110475179412,2,1,1,0,1,1,1,1,1,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,321,1,2,375,0,0.7493333333333333,0.77482031204347579,0.72616841486470451,0.73806462922924099,0.20482557349947961,0.78923766816143492,42,52,1.287611255976773,375,157,218,0.72310726347772758,0.77192982456140347,0.80733944954128445,0.66878980891719741,105,176
2,1,0,0,1,0,1,0.5,1,1,0.5,0.34792266875827638,0.66666666666666663,0,1,0.90340538165976469,2,1,1,0,1,0.5,1,0,0,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,375,1,2,321,0,0.60436137071651086,0.68140766116474627,0.65026321225020389,0.59084008097165985,0.3333207242191028,0.69249394673123488,26,101,1.7197870291661226,321,152,169,0.64609690907915596,0.58606557377049184,0.84615384615384615,0.33552631578947367,51,143
1,1,0,0,1,0,1,1,1,1,1,0.00020715175165486762,1,0,0,0.010723110475179412,2,1,1,0,1,1,1,1,1,1,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,321,1,2,375,0,0.7493333333333333,0.77482031204347579,0.72616841486470451,0.73806462922924099,0.20482557349947961,0.78923766816143492,42,52,1.287611255976773,375,157,218,0.72310726347772758,0.77192982456140347,0.80733944954128445,0.66878980891719741,105,176
2,1,0,0,1,0,1,0.5,1,1,0.5,0.34792266875827638,0.66666666666666663,0,1,0.90340538165976469,2,1,1,0,1,0.5,1,0,0,1,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,375,1,2,321,0,0.60436137071651086,0.68140766116474627,0.65026321225020389,0.59084008097165985,0.3333207242191028,0.69249394673123488,26,101,1.7197870291661226,321,152,169,0.64609690907915596,0.58606557377049184,0.84615384615384615,0.33552631578947367,51,143
1,1,0,0,1,0,1,1,1,1,1,0.10257559496030109,1,0,0,0.30167173976713935,2,1,1,0,1,1,1,1,1,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,370,1,2,326,0,0.62576687116564422,0.76813779067576227,0.68472367312178339,0.63046018166057372,0.30671912563278375,0.5821917808219178,84,38,1.3312716915105474,326,157,169,0.68058151851263637,0.69105691056910568,0.50295857988165682,0.7579617834394905,119,85
2,1,0,0,1,0,1,0.5,1,1,0.5,0.47390945616820734,0.66666666666666663,0,1,1.8166086222003452,2,1,1,0,1,0.5,1,0,0,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,326,1,2,370,0,0.64054054054054055,0.82058788025108642,0.87834855990726768,0.57245895702559157,0.3286415538469703,0.75774134790528236,10,123,1.8222029222237111,370,152,218,0.87801664995987361,0.62839879154078548,0.95412844036697253,0.19078947368421054,29,208
1,2,0,0,1,0,1,0.5,1,1,0.5,0.44326453879453864,0,1,0,1.4200550220599799,2,1,1,0,1,,0,1,1,0,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,402,1,2,586,0,0.75085324232081907,0.86004901960784319,0.49924464320043055,0.50941176470588234,0.20631528840512903,0.098765432098765427,128,18,0.93696597628159761,586,450,136,0.49544481332676177,0.30769230769230771,0.058823529411764705,0.95999999999999996,432,8
2,2,0,0,1,0,1,0.5,1,1,0.5,0.49750944802888764,0.66666666666666663,0,1,2.9972970014800331,2,1,1,0,1,0.5,1,0,0,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,586,1,2,402,0,0.67412935323383083,0.60990460157126825,0.7696452312222648,0.5057239057239058,0.31217136209445712,0.80418535127055302,1,130,1.9909597020260394,402,132,270,0.76900794842933062,0.67418546365914789,0.99629629629629635,0.015151515151515152,2,269
1,2,0,0,1,0,1,0.5,0,0.5,0.5,0.37377219704693959,0,1,0,1.0344873921886688,2,1,1,0,0.25,,0,1,1,0,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,268,1,2,720,0,0.41944444444444445,0.4527818930041152,0.34314260169299626,0.4022222222222222,0.50660153482096548,0.30100334448160537,180,238,3.1588120737316325,720,450,270,0.34103369822947516,0.27439024390243905,0.33333333333333331,0.47111111111111109,212,90
2,2,0,0,1,0,1,0.5,0,0.5,0.5,0.47662305903096625,0.66666666666666663,0,1,1.8773333660546938,2,1,1,0,0.25,0.5,1,0,0,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,720,1,2,268,0,0.51865671641791045,0.44774955436720143,0.44739690242447971,0.51158645276292336,0.42292459353015016,0.67506297229219148,2,127,1.9673945325831732,268,132,136,0.44413547896689909,0.51340996168582376,0.98529411764705888,0.03787878787878788,5,134
1,2,0,0,1,0,1,0.5,0,0.5,0.5,0.37377219704693959,0,1,0,1.0344873921886688,2,1,1,0,0.25,,0,1,1,0,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,268,1,2,720,0,0.41944444444444445,0.4527818930041152,0.34314260169299626,0.4022222222222222,0.50660153482096548,0.30100334448160537,180,238,3.1588120737316325,720,450,270,0.34103369822947516,0.27439024390243905,0.33333333333333331,0.47111111111111109,212,90
2,2,0,0,1,0,1,0.5,0,0.5,0.5,0.47662305903096625,0.66666666666666663,0,1,1.8773333660546938,2,1,1,0,0.25,0.5,1,0,0,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,720,1,2,268,0,0.51865671641791045,0.44774955436720143,0.44739690242447971,0.51158645276292336,0.42292459353015016,0.67506297229219148,2,127,1.9673945325831732,268,132,136,0.44413547896689909,0.51340996168582376,0.98529411764705888,0.03787878787878788,5,134
1,2,0,0,1,0,1,0.5,0,0.5,0.5,0.37377219704693959,0,1,0,1.0344873921886688,2,1,1,0,0.25,,0,1,1,0,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,268,1,2,720,0,0.41944444444444445,0.4527818930041152,0.34314260169299626,0.4022222222222222,0.50660153482096548,0.30100334448160537,180,238,3.1588120737316325,720,450,270,0.34103369822947516,0.27439024390243905,0.33333333333333331,0.47111111111111109,212,90
2,2,0,0,1,0,1,0.5,0,0.5,0.5,0.47662305903096625,0.66666666666666663,0,1,1.8773333660546938,2,1,1,0,0.25,0.5,1,0,0,1,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,720,1,2,268,0,0.51865671641791045,0.44774955436720143,0.44739690242447971,0.51158645276292336,0.42292459353015016,0.67506297229219148,2,127,1.9673945325831732,268,132,136,0.44413547896689909,0.51340996168582376,0.98529411764705888,0.03787878787878788,5,134
1,2,0,0,1,0,1,0.5,1,1,0.5,0.44326453879453864,0,1,0,1.4200550220599799,2,1,1,0,1,,0,1,1,0,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,402,1,2,586,0,0.75085324232081907,0.86004901960784319,0.49924464320043055,0.50941176470588234,0.20631528840512903,0.098765432098765427,128,18,0.93696597628159761,586,450,136,0.49544481332676177,0.30769230769230771,0.058823529411764705,0.95999999999999996,432,8
2,2,0,0,1,0,1,0.5,1,1,0.5,0.49750944802888764,0.66666666666666663,0,1,2.9972970014800331,2,1,1,0,1,0.5,1,0,0,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,586,1,2,402,0,0.67412935323383083,0.60990460157126825,0.7696452312222648,0.5057239057239058,0.31217136209445712,0.80418535127055302,1,130,1.9909597020260394,402,132,270,0.76900794842933062,0.67418546365914789,0.99629629629629635,0.015151515151515152,2,269
1,3,0,0,1,0,1,0.5,0,0.5,0.5,0.49957686535711837,0.66666666666666663,0,1,3.8819090518238508,2,1,1,0,0.25,0.5,1,0,0,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,251,1,2,318,0,0.46540880503144655,0.43364116627011329,0.36054696780318773,0.52683792394241236,0.5024892933742181,0.61009174311926606,4,166,4.5512143574629764,318,181,137,0.35786429500803008,0.44481605351170567,0.97080291970802923,0.082872928176795577,15,133
2,3,0,0,1,0,1,0.5,0,0.5,0.5,0.48776916432012096,0.66666666666666663,0,1,2.201498271609176,2,1,1,0,0.25,0.5,1,0,0,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,318,1,2,251,0,0.64143426294820716,0.47342032967032965,0.58770597378651868,0.50549450549450547,0.30925186113858355,0.78048780487804881,0,90,1.6524948978041254,251,91,160,0.58284640495977635,0.64000000000000001,1,0.01098901098901099,1,160
1,3,0,0,1,0,1,0.5,1,1,0.5,0.41977201208236553,0,1,0,1.245329718338803,2,1,1,0,1,,0,1,1,0,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,228,1,2,341,0,0.39589442815249265,0.58950276243093924,0.46536011827709822,0.38054212707182317,0.48231902516596925,0.16935483870967741,139,67,1.7104090137586458,341,181,160,0.46258779993646898,0.23863636363636365,0.13125000000000001,0.62983425414364635,114,21
2,3,0,0,1,0,1,0.5,0,0.5,0.5,0.49961222954742335,0.66666666666666663,0,1,3.9160332443393022,2,1,1,0,0.25,0.5,1,0,0,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,341,1,2,228,0,0.59649122807017541,0.19667923317558353,0.43461898169738716,0.49635036496350365,0.40057641798539895,0.74725274725274726,1,91,3.1417562601697648,228,91,137,0.4316201799167948,0.59911894273127753,0.99270072992700731,0,0,136
1,3,0,0,1,0,1,0.5,1,1,0.5,0.41977201208236553,0,1,0,1.245329718338803,2,1,1,0,1,,0,1,1,0,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,228,1,2,341,0,0.39589442815249265,0.58950276243093924,0.46536011827709822,0.38054212707182317,0.48231902516596925,0.16935483870967741,139,67,1.7104090137586458,341,181,160,0.46258779993646898,0.23863636363636365,0.13125000000000001,0.62983425414364635,114,21
2,3,0,0,1,0,1,0.5,0,0.5,0.5,0.49961222954742335,0.66666666666666663,0,1,3.9160332443393022,2,1,1,0,0.25,0.5,1,0,0,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,341,1,2,228,0,0.59649122807017541,0.19667923317558353,0.43461898169738716,0.49635036496350365,0.40057641798539895,0.74725274725274726,1,91,3.1417562601697648,228,91,137,0.4316201799167948,0.59911894273127753,0.99270072992700731,0,0,136
1,3,0,0,1,0,1,0.5,1,1,0.5,0.41977201208236553,0,1,0,1.245329718338803,2,1,1,0,1,,0,1,1,0,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,228,1,2,341,0,0.39589442815249265,0.58950276243093924,0.46536011827709822,0.38054212707182317,0.48231902516596925,0.16935483870967741,139,67,1.7104090137586458,341,181,160,0.46258779993646898,0.23863636363636365,0.13125000000000001,0.62983425414364635,114,21
2,3,0,0,1,0,1,0.5,0,0.5,0.5,0.49961222954742335,0.66666666666666663,0,1,3.9160332443393022,2,1,1,0,0.25,0.5,1,0,0,1,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,341,1,2,228,0,0.59649122807017541,0.19667923317558353,0.43461898169738716,0.49635036496350365,0.40057641798539895,0.74725274725274726,1,91,3.1417562601697648,228,91,137,0.4316201799167948,0.59911894273127753,0.99270072992700731,0,0,136
1,3,0,0,1,0,1,0.5,0,0.5,0.5,0.49957686535711837,0.66666666666666663,0,1,3.8819090518238508,2,1,1,0,0.25,0.5,1,0,0,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,251,1,2,318,0,0.46540880503144655,0.43364116627011329,0.36054696780318773,0.52683792394241236,0.5024892933742181,0.61009174311926606,4,166,4.5512143574629764,318,181,137,0.35786429500803008,0.44481605351170567,0.97080291970802923,0.082872928176795577,15,133
2,3,0,0,1,0,1,0.5,0,0.5,0.5,0.48776916432012096,0.66666666666666663,0,1,2.201498271609176,2,1,1,0,0.25,0.5,1,0,0,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,318,1,2,251,0,0.64143426294820716,0.47342032967032965,0.58770597378651868,0.50549450549450547,0.30925186113858355,0.78048780487804881,0,90,1.6524948978041254,251,91,160,0.58284640495977635,0.64000000000000001,1,0.01098901098901099,1,160
1,4,0,0,1,0,1,0.5,1,1,0.5,0.48875120533004185,0.66666666666666663,0,1,2.241263814315507,2,1,1,0,1,0.5,1,0,0,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,340,1,2,326,0,0.64723926380368102,0.99339080459770113,0.99675656516388267,0.50431034482758619,0.34071594224970347,0.78504672897196259,0,115,1.6024402574217598,326,116,210,0.99674963175937881,0.64615384615384619,1,0.0086206896551724137,1,210
2,4,0,0,1,0,1,0.5,0,0.5,0.5,0.49999999802003647,0.66666666666666663,0,1,9.9921313120112067,2,1,1,0,0.25,0.5,1,0,0,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,326,1,2,340,0,0.68823529411764706,0.19316323814593708,0.48264290026106377,0.57401422107304467,0.30200275281810313,0.7992424242424242,10,96,7.8637540663487711,340,119,221,0.48106558691494666,0.68729641693811072,0.95475113122171951,0.19327731092436976,23,211
1,4,0,0,1,0,1,0.5,1,1,0.5,0.49141553627399476,0.66666666666666663,0,1,2.3770603927014804,2,1,1,0,1,0.5,1,0,0,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,329,1,2,337,0,0.65875370919881304,0.92549539709783113,0.97000463164955297,0.51250195038227486,0.33248896324913058,0.79052823315118392,4,111,1.8051041242739219,337,116,221,0.96995096534837144,0.66158536585365857,0.98190045248868774,0.043103448275862072,5,217
2,4,0,0,1,0,1,0.5,1,1,0.5,0.4584017026517675,0.66666666666666663,0,1,1.5791203300268633,2,1,1,0,1,0.5,1,0,0,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,337,1,2,329,0,0.79331306990881456,0.47899159663865543,0.56527313789511147,0.72521008403361342,0.19943311654460286,0.8571428571428571,6,62,5.2396103929591842,329,119,210,0.56343490260099371,0.76691729323308266,0.97142857142857142,0.47899159663865548,57,204
1,4,0,0,1,0,1,0.5,1,1,0.5,0.49141553627399476,0.66666666666666663,0,1,2.3770603927014804,2,1,1,0,1,0.5,1,0,0,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,329,1,2,337,0,0.65875370919881304,0.92549539709783113,0.97000463164955297,0.51250195038227486,0.33248896324913058,0.79052823315118392,4,111,1.8051041242739219,337,116,221,0.96995096534837144,0.66158536585365857,0.98190045248868774,0.043103448275862072,5,217
2,4,0,0,1,0,1,0.5,1,1,0.5,0.4584017026517675,0.66666666666666663,0,1,1.5791203300268633,2,1,1,0,1,0.5,1,0,0,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,337,1,2,329,0,0.79331306990881456,0.47899159663865543,0.56527313789511147,0.72521008403361342,0.19943311654460286,0.8571428571428571,6,62,5.2396103929591842,329,119,210,0.56343490260099371,0.76691729323308266,0.97142857142857142,0.47899159663865548,57,204
1,4,0,0,1,0,1,0.5,1,1,0.5,0.49141553627399476,0.66666666666666663,0,1,2.3770603927014804,2,1,1,0,1,0.5,1,0,0,1,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,329,1,2,337,0,0.65875370919881304,0.92549539709783113,0.97000463164955297,0.51250195038227486,0.33248896324913058,0.79052823315118392,4,111,1.8051041242739219,337,116,221,0.96995096534837144,0.66158536585365857,0.98190045248868774,0.043103448275862072,5,217
2,4,0,0,1,0,1,0.5,1,1,0.5,0.4584017026517675,0.66666666666666663,0,1,1.5791203300268633,2,1,1,0,1,0.5,1,0,0,1,1494,recording_disjoint,Recording-disjoint split,arithmetic,1,2,337,1,2,329,0,0.79331306990881456,0.47899159663865543,0.56527313789511147,0.72521008403361342,0.19943311654460286,0.8571428571428571,6,62,5.2396103929591842,329,119,210,0.56343490260099371,0.76691729323308266,0.97142857142857142,0.47899159663865548,57,204
1,4,0,0,1,0,1,0.5,1,1,0.5,0.48875120533004185,0.66666666666666663,0,1,2.241263814315507,2,1,1,0,1,0.5,1,0,0,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,340,1,2,326,0,0.64723926380368102,0.99339080459770113,0.99675656516388267,0.50431034482758619,0.34071594224970347,0.78504672897196259,0,115,1.6024402574217598,326,116,210,0.99674963175937881,0.64615384615384619,1,0.0086206896551724137,1,210
2,4,0,0,1,0,1,0.5,0,0.5,0.5,0.49999999802003647,0.66666666666666663,0,1,9.9921313120112067,2,1,1,0,0.25,0.5,1,0,0,1,1547,recording_disjoint,Recording-disjoint split,arithmetic,1,2,326,1,2,340,0,0.68823529411764706,0.19316323814593708,0.48264290026106377,0.57401422107304467,0.30200275281810313,0.7992424242424242,10,96,7.8637540663487711,340,119,221,0.48106558691494666,0.68729641693811072,0.95475113122171951,0.19327731092436976,23,211
1,5,0,0,1,0,1,0.5,0,0.5,0.5,0.50079808435385154,0.66666666666666663,0,1,3.6016830088364507,2,1,1,0,0.25,0.5,1,0,0,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,385,1,2,442,0,0.28054298642533937,0.39987994701109453,0.50760251716653038,0.30789451896009273,0.67167723096986198,0.41544117647058826,85,233,5.5215637656078282,442,244,198,0.50635957781886898,0.32658959537572252,0.57070707070707072,0.045081967213114756,11,113
2,5,0,0,1,0,1,0.5,0,0.5,0.5,0.49592869408730067,0.66666666666666663,0,1,2.7512532573329116,2,1,1,0,0.25,0.5,1,0,0,1,1335,recording_disjoint,Recording-disjoint split,arithmetic,1,2,442,1,2,385,0,0.61558441558441557,0.28437006986702729,0.47756188858048582,0.5163398692810458,0.38047695514283608,0.75816993464052285,0,148,2.2357011943977527,385,153,232,0.47514401933511696,0.61052631578947369,1,0.032679738562091505,5,232
1,5,0,0,1,0,1,0.5,0,0.5,0.5,0.50029293041405876,0.66666666666666663,0,1,6.6814295846765974,2,1,1,0,0.25,0.5,1,0,0,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,351,1,2,476,0,0.45378151260504201,0.25374505370265688,0.35053884954402237,0.46021763708309782,0.50668036001152184,0.56081081081081086,66,194,7.6631133901435238,476,244,232,0.3492289366871752,0.46111111111111114,0.71551724137931039,0.20491803278688525,50,166
2,5,0,0,1,0,1,0.5,1,1,0.5,0.49121960163583495,0.66666666666666663,0,1,2.3663200807624487,2,1,1,0,1,0.5,1,0,0,1,1388,recording_disjoint,Recording-disjoint split,arithmetic,1,2,476,1,2,351,0,0.5641025641025641,0.66155014194229889,0.80235924054648411,0.50148544266191331,0.42335147064813067,0.7192660550458716,2,151,2.0872136173910047,351,153,198,0.8019355213660524,0.56484149855907784,0.98989898989898994,0.013071895424836602,2,196
1,5,0,0,1,0,1,0.5,0,0.5,0.5,0.50029293041405876,0.66666666666666663,0,1,6.6814295846765974,2,1,1,0,0.25,0.5,1,0,0,1,1441,recording_disjoint,Recording-disjoint split,arithmetic,1,2,351,1,2,476,0,0.45378151260504201,0.25374505370265688,0.35053884954402237,0.46021763708309782,0.50668036001152184,0.56081081081081086,66,194,7.6631133901435238,476,244,232,0.3492289366871752,0.46111111111111114,0.71551724137931039,0.20491803278688525,50,166
